OBJECTID,LOCATION_ID,COUNTY_ID,COUNTY_DESC,MUN_SORT,MUNICIPALITY,ROADNAME,ID_PREFIX,ID_RTE_NO,MP_SUFFIX,ID_MP,BEGIN_SECTION,END_SECTION,STATION_DESC,ROAD_SECTION,RURAL_URBAN,F_SYSTEM,F_SYSTEM_DESC,ROUTEID,ROUTEID_RH,MAIN_LINE,PEAK_HOUR_DIRECTION,NUM_LANES,COUNTED_FACTORED,STMP_SEQ,K_FACTOR,D_FACTOR,NORTH_EAST_SPLIT,SOUTH_WEST_SPLIT,AVMT,LINK,AADT_2010,AADT_2011,AADT_2012,AADT_2013,AADT_2014,AADT_2015,AADT_2016,AADT_2017,AADT_2018,AADT,AAWDT_2010,AAWDT_2011,AAWDT_2012,AAWDT_2013,AAWDT_2014,AAWDT_2015,AAWDT_2016,AAWDT_2017,AAWDT_2018,AAWDT,MOTORCYCLE_AADT,CAR_AADT,LIGHT_TRUCK_AADT,BUS_AADT,SINGLE_UNIT_AADT,COMBINATION_UNIT_AADT,LOC_ERROR,TRUCK_AADT,SUTRUCK_AADT_PCT_TRUCK,CUTRUCK__AADT_PCT_TRUCK,MCYCLE_AADT_PCT_OVERALL,CAR_AADT_PCT_OVERALL,LIGHT_TRUCK_AADT_PCT_OVERALL,BUS_AADT_PCT_OVERALL,SUTRUCK_AADT_PCT_OVERALL,CUTRUCK_AADT_PCT_OVERALL,TRUCK_AADT_PCT_OVERALL,NUM_LANES_ANNO,K_FACTOR_ANNO,D_FACTOR_ANNO,NORTH_EAST_SPLIT_ANNO,SOUTH_WEST_SPLIT_ANNO,AADT_2010_ANNO,AADT_2011_ANNO,AADT_2012_ANNO,AADT_2013_ANNO,AADT_2014_ANNO,AADT_2015_ANNO,AADT_2016_ANNO,AADT_2017_ANNO,AADT_2018_ANNO,AADT_ANNO,AAWDT_2010_ANNO,AAWDT_2011_ANNO,AAWDT_2012_ANNO,AAWDT_2013_ANNO,AAWDT_2014_ANNO,AAWDT_2015_ANNO,AAWDT_2016_ANNO,AAWDT_2017_ANNO,AAWDT_2018_ANNO,AAWDT_ANNO,MOTORCYCLE_AADT_ANNO,CAR_AADT_ANNO,BUS_AADT_ANNO,LIGHT_TRUCK_AADT_ANNO,SINGLE_UNIT_AADT_ANNO,COMBINATION_UNIT_AADT_ANNO,TRUCK_AADT_ANNO,longitude,latitude,_source_layer_title,_source_layer_url
2147,S2012150974,15.0,Montgomery,130.0,Rockville,Southlawn La,MU,2795.0,  ,1.33,1.28,1.79,Southlawn La - Between E Gude Dr & Lofstrand La,E Gude Dr To N Horners La,Urban,5.0,Major Collector,15130MU02795  01WW**************,15130MU02795--1-----,1.0,East,3.0,F,0.0,9.94,72.47,49.21,50.79,1.5099,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150974,,,7520.0,7541.0,7522.0,7723.0,7874.0,8065.0,8110.0,8111.0,,,8120.0,8141.0,8052.0,8263.0,8434.0,8555.0,8600.0,8921.0,,,,,,,NO ERROR,,,,,,,,,,,3,9.94,72.47,49.21,50.79,N/A,N/A,"7,520","7,541","7,522","7,723","7,874","8,065","8,110","8,111",N/A,N/A,"8,120","8,141","8,052","8,263","8,434","8,555","8,600","8,921",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.13718854720864,39.09713621071437,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
2149,S2012161157,16.0,Prince George's,0.0,None,Pennsy Dr,CO,2428.0,  ,1.38,0.0,1.97,Pennsy Dr - .10 Mi East Of Md 410,Old Landover Rd To Corporate Dr,Urban,5.0,Major Collector,16000CO02428  01EE**************,16000CO02428--1-----,1.0,East,3.0,F,0.0,7.58,65.51,59.96,40.04,11.6134,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161157,,,14380.0,14411.0,14372.0,14753.0,15034.0,15405.0,16150.0,16151.0,,,15530.0,15561.0,15382.0,15793.0,16094.0,16335.0,17120.0,17771.0,,,,,,,NO ERROR,,,,,,,,,,,3,7.58,65.51,59.96,40.04,N/A,N/A,"14,380","14,411","14,372","14,753","15,034","15,405","16,150","16,151",N/A,N/A,"15,530","15,561","15,382","15,793","16,094","16,335","17,120","17,771",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.8742461344163,38.9399169155427,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
2151,B2955,15.0,Montgomery,0.0,None,University Blvd W,MD,193.0,  ,1.04,0.0,1.24,Md193-.20 Mi W Of Md586,Md 185 To Md 586,Urban,3.0,Principal Arterial Other,15000MD00193  01EE**************,15000MD00193--1-----,1.0,East,6.0,F,1.0,7.74,58.93,46.42,53.58,9.9622,https://maps.roads.maryland.gov/itms_public/?stationid=B2955,21021.0,21112.0,21740.0,21781.0,21722.0,23110.0,23551.0,24122.0,22010.0,22011.0,22491.0,22802.0,23480.0,23521.0,23242.0,24730.0,25201.0,25812.0,23550.0,23331.0,107.0,19758.0,1626.0,94.0,341.0,85.0,NO ERROR,426.0,0.80046948,0.19953052,0.00486121,0.89764209,0.07387215,0.00427059,0.01549225,0.00386171,0.01935396,6,7.74,58.93,46.42,53.58,"21,021","21,112","21,740","21,781","21,722","23,110","23,551","24,122","22,010","22,011","22,491","22,802","23,480","23,521","23,242","24,730","25,201","25,812","23,550","23,331",107,"19,758",94,"1,626",341,85,426,-77.05830180565583,39.03828654157597,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
2154,S2012150872,15.0,Montgomery,0.0,None,Adelphi Rd,CO,4542.0,  ,0.04,0.0,0.1,Adelphi Rd - Between Md 650 & Sierra St,New Hampshire Ave To Mt Pisgah Rd,Urban,4.0,Minor Arterial,15000CO04542  01EE**************,15000CO04542--1-----,1.0,West,5.0,F,0.0,7.34,53.35,48.62,51.38,0.7994,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150872,,,20000.0,20041.0,19982.0,20503.0,20894.0,21405.0,21900.0,21901.0,,,21600.0,21641.0,21382.0,21943.0,22364.0,22905.0,23430.0,23221.0,,,,,,,NO ERROR,,,,,,,,,,,5,7.34,53.35,48.62,51.38,N/A,N/A,"20,000","20,041","19,982","20,503","20,894","21,405","21,900","21,901",N/A,N/A,"21,600","21,641","21,382","21,943","22,364","22,905","23,430","23,221",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.97824265575771,39.01125456647754,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
2172,S2012150918,15.0,Montgomery,63.0,Gaithersburg,Cedar Ave,MU,30.0,  ,0.07,0.0,0.575,Cedar Ave - .10 Mi South Of Md 355,S Frederick Rd To W Deer Park Rd,Urban,5.0,Major Collector,15063MU00030  01SS**************,15063MU00030--1-----,1.0,South,2.0,F,0.0,8.12,63.11,41.43,58.57,0.4766,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150918,,,1930.0,1931.0,1932.0,1983.0,2024.0,2075.0,2270.0,2271.0,,,2080.0,2091.0,2072.0,2123.0,2174.0,2205.0,2410.0,2501.0,,,,,,,NO ERROR,,,,,,,,,,,2,8.12,63.11,41.43,58.57,N/A,N/A,"1,930","1,931","1,932","1,983","2,024","2,075","2,270","2,271",N/A,N/A,"2,080","2,091","2,072","2,123","2,174","2,205","2,410","2,501",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.19729294628844,39.13902181165452,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
2173,B020063,2.0,Anne Arundel,0.0,None,Sappington Station Rd,MD,32.0,AA,0.75,0.44,1.0,Md32aa-.10 Mi W Of S Burns Crossing Rd,N Burns Station Rd To Md 175,Urban,5.0,Major Collector,02000MD00032AA01NN**************,02000MD00032AA1-----,1.0,West,2.0,F,0.0,9.54,59.27,42.43,57.57,2.6024,https://maps.roads.maryland.gov/itms_public/?stationid=B020063,10332.0,10150.0,10071.0,10092.0,11430.0,11731.0,11952.0,12850.0,12731.0,12732.0,11062.0,10960.0,10881.0,10902.0,12230.0,12551.0,12792.0,13620.0,13501.0,14012.0,36.0,10330.0,1835.0,39.0,392.0,100.0,NO ERROR,492.0,0.79674797,0.20325203,0.00282752,0.8113415,0.14412504,0.00306315,0.03078856,0.00785423,0.03864279,2,9.54,59.27,42.43,57.57,"10,332","10,150","10,071","10,092","11,430","11,731","11,952","12,850","12,731","12,732","11,062","10,960","10,881","10,902","12,230","12,551","12,792","13,620","13,501","14,012",36,"10,330",39,"1,835",392,100,492,-76.68063532963795,39.07992295432136,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
2181,S2017150268,15.0,Montgomery,0.0,None,Diamondback Dr,CO,6166.0,  ,0.1,0.0,0.7,Diamondback Dr - .10 Mile North Ofmd 28,Md 28 To Diamondback Dr (ahead),Urban,6.0,Minor Collector,15000CO06166  01NN**************,15000CO06166--1-----,1.0,North,3.0,F,0.0,13.1,53.64,45.5,54.5,1.0046,https://maps.roads.maryland.gov/itms_public/?stationid=S2017150268,,,,,,,,3970.0,3931.0,3932.0,,,,,,,,4210.0,4171.0,4332.0,,,,,,,NO ERROR,,,,,,,,,,,3,13.1,53.64,45.5,54.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"3,970","3,931","3,932",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"4,210","4,171","4,332",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.20206940633342,39.10648709143226,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
2185,S2008130001,13.0,Howard,0.0,None,No Name,IS,95.0,K ,0.1,0.0,0.73,Is 95k - Entrance To Is 95 North Welcome Center,Is 95 To Is 95,Urban,7.0,Local,13000IS00095K 03NN**************,13000IS00095K-1-----,1.0,North,1.0,C,0.0,7.98,100.0,100.0,0.0,0.6315,https://maps.roads.maryland.gov/itms_public/?stationid=S2008130001,2312.0,2323.0,2304.0,2315.0,2360.0,1910.0,1951.0,2002.0,1983.0,2370.0,2472.0,2513.0,2494.0,2505.0,2530.0,2040.0,2091.0,2122.0,2103.0,2610.0,,,,,,,NO ERROR,,,,,,,,,,,1,7.98,100,100,0,"2,312","2,323","2,304","2,315","2,360","1,910","1,951","2,002","1,983","2,370","2,472","2,513","2,494","2,505","2,530","2,040","2,091","2,122","2,103","2,610",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.84735938548606,39.13913825701736,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
2188,S2012150896,15.0,Montgomery,0.0,None,Wintergate Dr,CO,6328.0,  ,0.08,0.0,0.46,Wintergate Dr - .10 Mi South Of Md 28,Norbeck Rd To Longmead Crossing Dr,Urban,5.0,Major Collector,15000CO06328  01SS**************,15000CO06328--1-----,1.0,North,2.0,F,0.0,7.01,50.4,50.91,49.09,0.5509,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150896,,,3120.0,3131.0,3122.0,3203.0,3264.0,3345.0,3280.0,3281.0,,,3370.0,3381.0,3342.0,3433.0,3494.0,3555.0,3480.0,3611.0,,,,,,,NO ERROR,,,,,,,,,,,2,7.01,50.4,50.91,49.09,N/A,N/A,"3,120","3,131","3,122","3,203","3,264","3,345","3,280","3,281",N/A,N/A,"3,370","3,381","3,342","3,433","3,494","3,555","3,480","3,611",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.0584744133444,39.11149524925764,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
2192,S2012150796,15.0,Montgomery,0.0,None,Weller Rd,CO,1564.0,  ,0.49,0.0,1.25,Weller Rd - Between Md 97 & Flack St,Woodedge Rd To Md 185,Urban,6.0,Minor Collector,15000CO01564  01SS**************,15000CO01564--1-----,1.0,North,2.0,F,0.0,10.52,59.72,50.98,49.02,1.9943,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150796,,,4120.0,4131.0,4122.0,4233.0,4314.0,4425.0,4370.0,4371.0,,,4450.0,4461.0,4412.0,4533.0,4624.0,4695.0,4630.0,4811.0,,,,,,,NO ERROR,,,,,,,,,,,2,10.52,59.72,50.98,49.02,N/A,N/A,"4,120","4,131","4,122","4,233","4,314","4,425","4,370","4,371",N/A,N/A,"4,450","4,461","4,412","4,533","4,624","4,695","4,630","4,811",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.06016583771815,39.06648903144367,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
2197,S2012150676,15.0,Montgomery,0.0,None,Emory La,CO,137.0,  ,1.68,0.39,1.74,Emory La - .10 Mile East Of Md 115,Cashell Rd To Md 115,Urban,6.0,Minor Collector,15000CO00137  01WW**************,15000CO00137--1-----,1.0,East,2.0,F,0.0,12.69,74.36,48.67,51.33,2.888,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150676,,,5620.0,5631.0,5612.0,5763.0,5874.0,6025.0,5860.0,5861.0,,,6070.0,6081.0,6012.0,6173.0,6294.0,6395.0,6210.0,6451.0,,,,,,,NO ERROR,,,,,,,,,,,2,12.69,74.36,48.67,51.33,N/A,N/A,"5,620","5,631","5,612","5,763","5,874","6,025","5,860","5,861",N/A,N/A,"6,070","6,081","6,012","6,173","6,294","6,395","6,210","6,451",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.09870247644538,39.117085000884025,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
2198,B2788,15.0,Montgomery,0.0,None,Layhill Rd,MD,182.0,  ,4.512,4.412,5.838,Md182-.10 Mi N Of Md28/norbeck Rd,Md 28 To Norwood Rd,Urban,4.0,Minor Arterial,15000MD00182  01NN**************,15000MD00182--1-----,1.0,North,3.0,F,0.0,9.33,67.93,50.67,49.33,5.107,https://maps.roads.maryland.gov/itms_public/?stationid=B2788,11552.0,9970.0,9891.0,9912.0,9883.0,10144.0,10345.0,9490.0,9411.0,9812.0,12362.0,10770.0,10681.0,10712.0,10583.0,10854.0,11085.0,10150.0,10071.0,9982.0,,,,,,,NO ERROR,,,,,,,,,,,3,9.33,67.93,50.67,49.33,"11,552","9,970","9,891","9,912","9,883","10,144","10,345","9,490","9,411","9,812","12,362","10,770","10,681","10,712","10,583","10,854","11,085","10,150","10,071","9,982",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.03251119720495,39.12153971778955,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
2210,S2005020032,2.0,Anne Arundel,0.0,None,Ramp 1 Fr Md 175 Nb To Md 32 Wb,RP,32.0,  ,0.1,0.0,0.26,Exit 6 Ramp 1 Fr Md 175 Nb To Md 32 Wb,Exit 6  Ramp 01 Annapolis Rd To No Name,Urban,2.0,Principal Arterial Other Freeways and Expressways,02000RP00032  02NNMD6         01,02000RP00032--100601,2.0,North,1.0,F,0.0,15.5,100.0,100.0,0.0,0.5961,https://maps.roads.maryland.gov/itms_public/?stationid=S2005020032,5490.0,5511.0,5570.0,5581.0,5562.0,5713.0,5824.0,5965.0,6280.0,6281.0,5870.0,5951.0,6020.0,6031.0,5952.0,6113.0,6234.0,6385.0,6720.0,6661.0,,,,,,,NO ERROR,,,,,,,,,,,1,15.5,100,100,0,"5,490","5,511","5,570","5,581","5,562","5,713","5,824","5,965","6,280","6,281","5,870","5,951","6,020","6,031","5,952","6,113","6,234","6,385","6,720","6,661",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.71782112496007,39.09412867119439,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
2220,B3358,16.0,Prince George's,0.0,None,Veterans Pkwy,MD,410.0,  ,6.02,5.37,7.15,Md410-.50 Mi W Of Md450,Veterans Pkwy/riverdale Rd To Us 50,Urban,3.0,Principal Arterial Other,16000MD00410  01EE**************,16000MD00410--1-----,1.0,East,4.0,F,2.0,8.2,51.78,50.79,49.21,15.8546,https://maps.roads.maryland.gov/itms_public/?stationid=B3358,21410.0,21501.0,21332.0,21800.0,21741.0,22312.0,24040.0,24621.0,24402.0,24403.0,22910.0,23221.0,23042.0,23540.0,23261.0,23872.0,25720.0,26341.0,26112.0,25873.0,29.0,20206.0,3167.0,196.0,679.0,126.0,NO ERROR,805.0,0.84347826,0.15652174,0.00118838,0.82801295,0.12977913,0.0080318,0.02782445,0.0051633,0.03298775,4,8.2,51.78,50.79,49.21,"21,410","21,501","21,332","21,800","21,741","22,312","24,040","24,621","24,402","24,403","22,910","23,221","23,042","23,540","23,261","23,872","25,720","26,341","26,112","25,873",29,"20,206",196,"3,167",679,126,805,-76.89130312943547,38.95726993771517,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
2224,S2012150654,15.0,Montgomery,0.0,None,Briggs Chaney Rd,CO,95.0,  ,1.13,0.98,1.83,Briggs Chaney Rd - Between Good Hope Rd & Fireside Dr,Good Hope Rd To Peach Orchard Rd,Urban,4.0,Minor Arterial,15000CO00095  01EE**************,15000CO00095--1-----,1.0,West,2.0,F,0.0,8.61,52.24,50.14,49.86,3.7698,https://maps.roads.maryland.gov/itms_public/?stationid=S2012150654,,,12000.0,12021.0,11992.0,12303.0,12544.0,12855.0,12150.0,12151.0,,,12960.0,12981.0,12832.0,13163.0,13424.0,13765.0,13000.0,12881.0,,,,,,,NO ERROR,,,,,,,,,,,2,8.61,52.24,50.14,49.86,N/A,N/A,"12,000","12,021","11,992","12,303","12,544","12,855","12,150","12,151",N/A,N/A,"12,960","12,981","12,832","13,163","13,424","13,765","13,000","12,881",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.97936366250246,39.1011705965462,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
2226,B3145,16.0,Prince George's,0.0,None,Capital Beltway,IS,95.0,  ,22.74,22.12,23.04,Is95-.30 Mi S Of Md201,Md 295 To Md 201,Urban,1.0,Interstate,16000IS00095  01NN**************,16000IS00095--1-----,1.0,North,8.0,F,1.0,6.63,55.29,51.34,48.66,76.8952,https://maps.roads.maryland.gov/itms_public/?stationid=B3145,221521.0,221742.0,214580.0,216511.0,216292.0,197160.0,201301.0,206132.0,227400.0,228991.0,234811.0,235052.0,227460.0,229501.0,227112.0,207020.0,211371.0,214382.0,236500.0,238151.0,409.0,180556.0,30909.0,2464.0,7250.0,7403.0,NO ERROR,14653.0,0.49477923,0.50522077,0.0017861,0.78848514,0.1349791,0.01076025,0.03166063,0.03232878,0.06398941,8,6.63,55.29,51.34,48.66,"221,521","221,742","214,580","216,511","216,292","197,160","201,301","206,132","227,400","228,991","234,811","235,052","227,460","229,501","227,112","207,020","211,371","214,382","236,500","238,151",409,"180,556","2,464","30,909","7,250","7,403","14,653",-76.89176641039043,38.99910368388114,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
2227,S1999020038,2.0,Anne Arundel,0.0,None,Ramp 5 Fr Md 424 To Ramp 4 (to Is595 Eb),RP,595.0,  ,0.1,0.0,0.13,Exit 16 Ramp 5 Fr Md 424 Sb To Ramp 4 (to Is 595 Eb),Exit 16 Ramp 05 Davidsonville Rd To Ramp 4 Fr Md 424 Nb To Is 595 Eb,Rural,1.0,Interstate,02000RP00595  02SSIS16        05,02000RP00595--101605,2.0,East,1.0,F,0.0,11.34,100.0,100.0,0.0,0.1625,https://maps.roads.maryland.gov/itms_public/?stationid=S1999020038,4612.0,4623.0,4654.0,4705.0,3180.0,3261.0,3332.0,3413.0,3394.0,3425.0,4702.0,4903.0,4934.0,4995.0,3340.0,3421.0,3502.0,3553.0,3534.0,3565.0,,,,,,,NO ERROR,,,,,,,,,,,1,11.34,100,100,0,"4,612","4,623","4,654","4,705","3,180","3,261","3,332","3,413","3,394","3,425","4,702","4,903","4,934","4,995","3,340","3,421","3,502","3,553","3,534","3,565",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.65461716714582,38.95916921225282,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
2231,S2000160200,16.0,Prince George's,0.0,None,Ramp 2 Fr Md 450 Wb To Is 95 Nb,RP,95.0,  ,0.04,0.0,0.07,Exit 20 Ramp 2 Fr Md 450 Wb To Is 95 Nb,Exit 20 Ramp 02 Annapolis Rd To Ramp 3 Fr Md 450 Eb To Ramp 2 (to Is 95),Urban,1.0,Interstate,16000RP00095  02EEIS20        02,16000RP00095--102002,2.0,West,1.0,F,0.0,8.74,100.0,0.0,100.0,0.1659,https://maps.roads.maryland.gov/itms_public/?stationid=S2000160200,5690.0,5701.0,5732.0,5783.0,5970.0,6111.0,6330.0,6481.0,6442.0,6493.0,6030.0,6041.0,6082.0,6133.0,6270.0,6421.0,6650.0,6741.0,6702.0,6753.0,,,,,,,NO ERROR,,,,,,,,,,,1,8.74,100,0,100,"5,690","5,701","5,732","5,783","5,970","6,111","6,330","6,481","6,442","6,493","6,030","6,041","6,082","6,133","6,270","6,421","6,650","6,741","6,702","6,753",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.8642324836885,38.96099586386014,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
2233,B2724,15.0,Montgomery,0.0,None,Columbia Pike,US,29.0,  ,4.56,3.88,4.76,Us29-.20 Mi S Of Md650,Lockwood Dr To Md 650,Urban,3.0,Principal Arterial Other,15000US00029  01NN**************,15000US00029--1-----,1.0,North,6.0,C,1.0,7.5,52.3,48.39,51.61,20.7913,https://maps.roads.maryland.gov/itms_public/?stationid=B2724,61970.0,62221.0,61722.0,59950.0,59771.0,61332.0,59980.0,61421.0,60872.0,64730.0,66310.0,67201.0,66662.0,64750.0,63961.0,65632.0,64180.0,65721.0,65132.0,68610.0,102.0,57771.0,4944.0,254.0,1366.0,293.0,NO ERROR,1659.0,0.82338758,0.17661242,0.00157578,0.89249189,0.0763788,0.00392399,0.02110304,0.00452649,0.02562954,6,7.5,52.3,48.39,51.61,"61,970","62,221","61,722","59,950","59,771","61,332","59,980","61,421","60,872","64,730","66,310","67,201","66,662","64,750","63,961","65,632","64,180","65,721","65,132","68,610",102,"57,771",254,"4,944","1,366",293,"1,659",-76.9949158886909,39.04140379421641,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
2242,S2000160201,16.0,Prince George's,0.0,None,Ramp 3 Fr Md 450 Eb To Ramp 2 (to Is 95),RP,95.0,  ,0.02,0.0,0.05,Exit 20 Ramp 3 Fr Md 450 Eb To Ramp 2 (to Is 95 Nb),Exit 20 Ramp 03 Annapolis Rd To Ramp 2 Fr Md 450 Wb To Is 95 Nb,Urban,1.0,Interstate,16000RP00095  02NNIS20        03,16000RP00095--102003,2.0,North,1.0,F,0.0,7.73,100.0,100.0,0.0,0.0887,https://maps.roads.maryland.gov/itms_public/?stationid=S2000160201,,5090.0,5121.0,5172.0,5173.0,5304.0,4740.0,4851.0,4822.0,4863.0,,0.0,5431.0,5482.0,5433.0,5574.0,4980.0,5051.0,5022.0,5063.0,,,,,,,NO ERROR,,,,,,,,,,,1,7.73,100,100,0,N/A,"5,090","5,121","5,172","5,173","5,304","4,740","4,851","4,822","4,863",N/A,0,"5,431","5,482","5,433","5,574","4,980","5,051","5,022","5,063",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.86454307979123,38.96081590453566,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
2244,S2000150129,15.0,Montgomery,0.0,None,Ramp 8 Fr Ramp 5 (fr Is495) To Md 190 Wb,RP,495.0,  ,0.02,0.0,0.04,Exit 39 Ramp 8 Fr Is 495 Sb To Md 190 Wb,Exit 39 Ramp 08 Ramp 5 Fr Ramp 11 (fr Is495) To Md 190 To River Rd,Urban,1.0,Interstate,15000RP00495  02NNIS39        08,15000RP00495--103908,2.0,North,2.0,F,0.0,7.2,100.0,100.0,0.0,0.0499,https://maps.roads.maryland.gov/itms_public/?stationid=S2000150129,3534.0,3545.0,3880.0,3921.0,3922.0,4023.0,4114.0,4215.0,3400.0,3421.0,3754.0,3765.0,4110.0,4161.0,4122.0,4223.0,4324.0,4385.0,3540.0,3561.0,,,,,,,NO ERROR,,,,,,,,,,,2,7.2,100,100,0,"3,534","3,545","3,880","3,921","3,922","4,023","4,114","4,215","3,400","3,421","3,754","3,765","4,110","4,161","4,122","4,223","4,324","4,385","3,540","3,561",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.15887773822807,38.99094158358394,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
2252,S2005160034,16.0,Prince George's,0.0,None,Ramp 1 Fr Ramp 4 (fr Md 295) To Md 197,RP,295.0,  ,0.19,0.0,0.324,Exit 9 Ramp 1 Fr Ramp 4 (fr Md 295 Nb) To Md 197 Wb,Exit 9  Ramp 01 Ramp 4 Fr Md 295 Nb To Md 197 Eb To Laurel Bowie Rd,Urban,2.0,Principal Arterial Other Freeways and Expressways,16000RP00295  02WWMD9         01,16000RP00295--100901,2.0,West,2.0,F,0.0,7.36,100.0,0.0,100.0,1.4632,https://maps.roads.maryland.gov/itms_public/?stationid=S2005160034,11290.0,11341.0,11252.0,11730.0,11701.0,12012.0,12190.0,12481.0,12372.0,12373.0,12080.0,12251.0,12152.0,12670.0,12521.0,12852.0,13040.0,13361.0,13242.0,13123.0,,,,,,,NO ERROR,,,,,,,,,,,2,7.36,100,0,100,"11,290","11,341","11,252","11,730","11,701","12,012","12,190","12,481","12,372","12,373","12,080","12,251","12,152","12,670","12,521","12,852","13,040","13,361","13,242","13,123",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-76.83874563246611,39.05495511288,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
2259,S2012151317,15.0,Montgomery,0.0,None,Ramp 11 Fr Shady Grove Rd Sb To Ramp 4,RP,370.0,  ,0.04,0.0,0.07,Exit 3 Ramp 11 Fr Shady Grove Rd Sb To Ramp 4 (to Md 200 Eb),Exit 3  Ramp 11 Shady Grove Rd To Ramp 12 Fr Shady Grove Rd Nb To Ramp 11,Urban,1.0,Interstate,15000RP00370  02WWIS3         11,15000RP00370--100311,2.0,East,1.0,F,0.0,12.66,100.0,100.0,0.0,0.0409,https://maps.roads.maryland.gov/itms_public/?stationid=S2012151317,,,1380.0,1391.0,1392.0,1433.0,1464.0,1505.0,1590.0,1601.0,,,1460.0,1471.0,1462.0,1513.0,1544.0,1575.0,1650.0,1671.0,,,,,,,NO ERROR,,,,,,,,,,,1,12.66,100,100,0,N/A,N/A,"1,380","1,391","1,392","1,433","1,464","1,505","1,590","1,601",N/A,N/A,"1,460","1,471","1,462","1,513","1,544","1,575","1,650","1,671",N/A,N/A,N/A,N/A,N/A,N/A,N/A,-77.16117437288008,39.13145848096608,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0
