OBJECTID,LOCATION_ID,COUNTY_ID,COUNTY_DESC,MUN_SORT,MUNICIPALITY,ROADNAME,ID_PREFIX,ID_RTE_NO,MP_SUFFIX,ID_MP,BEGIN_SECTION,END_SECTION,STATION_DESC,ROAD_SECTION,RURAL_URBAN,F_SYSTEM,F_SYSTEM_DESC,ROUTEID,ROUTEID_RH,MAIN_LINE,PEAK_HOUR_DIRECTION,NUM_LANES,COUNTED_FACTORED,STMP_SEQ,K_FACTOR,D_FACTOR,NORTH_EAST_SPLIT,SOUTH_WEST_SPLIT,AVMT,LINK,AADT_2010,AADT_2011,AADT_2012,AADT_2013,AADT_2014,AADT_2015,AADT_2016,AADT_2017,AADT_2018,AADT,AAWDT_2010,AAWDT_2011,AAWDT_2012,AAWDT_2013,AAWDT_2014,AAWDT_2015,AAWDT_2016,AAWDT_2017,AAWDT_2018,AAWDT,MOTORCYCLE_AADT,CAR_AADT,LIGHT_TRUCK_AADT,BUS_AADT,SINGLE_UNIT_AADT,COMBINATION_UNIT_AADT,LOC_ERROR,Shape_Length0,TRUCK_AADT,SUTRUCK_AADT_PCT_TRUCK,CUTRUCK_AADT_PCT_TRUCK,MCYCLE_AADT_PCT_OVERALL,CAR_AADT_PCT_OVERALL,LIGHT_TRUCK_AADT_PCT_OVERALL,BUS_AADT_PCT_OVERALL,SUTRUCK_AADT_PCT_OVERALL,CUTRUCK_AADT_PCT_OVERALL,TRUCK_AADT_PCT_OVERALL,NUM_LANES_ANNO,K_FACTOR_ANNO,D_FACTOR_ANNO,NORTH_EAST_SPLIT_ANNO,SOUTH_WEST_SPLIT_ANNO,AADT_2010_ANNO,AADT_2011_ANNO,AADT_2012_ANNO,AADT_2013_ANNO,AADT_2014_ANNO,AADT_2015_ANNO,AADT_2016_ANNO,AADT_2017_ANNO,AADT_2018_ANNO,AADT_ANNO,AAWDT_2010_ANNO,AAWDT_2011_ANNO,AAWDT_2012_ANNO,AAWDT_2013_ANNO,AAWDT_2014_ANNO,AAWDT_2015_ANNO,AAWDT_2016_ANNO,AAWDT_2017_ANNO,AAWDT_2018_ANNO,AAWDT_ANNO,MOTORCYCLE_AADT_ANNO,CAR_AADT_ANNO,BUS_AADT_ANNO,LIGHT_TRUCK_AADT_ANNO,SINGLE_UNIT_AADT_ANNO,COMBINATION_UNIT_AADT_ANNO,TRUCK_AADT_ANNO,Shape.STLength(),_source_layer_title,_source_layer_url,COUNTY,DISTRICT,TSD_ID,OBJECTID_1,COUNTY_FIP,COUNTYNUM,Shape.STArea(),CUTRUCK__AADT_PCT_TRUCK,longitude,latitude,Shape__Length,AADT_2019,AAWDT_2019,AADT_2020,AAWDT_2020,AADT_2021,AAWDT_2021,AADT_2022,AAWDT_2022,GlobalID,AADT_2023,AAWDT_2023
5632,S2010160112,16.0,Prince George's,0.0,None,Ramp 4 Fr Md 295 Nb To Md 202b Eb,RP,295.0,  ,0.045,0.04,0.05,Exit 3 Ramp 4 Fr Md 295 Nb To Md 202b Eb,Exit 3  Ramp 04 Ramp 1 Fr Ramp 4 (fr Md 295) To Md 202b To Mercy La,Urban,2.0,Principal Arterial Other Freeways and Expressways,16000RP00295  02EEMD3         04,16000RP00295--100304,2.0,East,1.0,F,0.0,12.61,100.0,100.0,0.0,0.0027,https://maps.roads.maryland.gov/itms_public/?stationid=S2010160112,,700.0,691.0,692.0,693.0,714.0,735.0,740.0,731.0,732.0,,0.0,751.0,752.0,743.0,764.0,795.0,790.0,781.0,782.0,,,,,,,NO ERROR,,,,,,,,,,,,1,12.61,100,100,0,N/A,700,691,692,693,714,735,740,731,732,N/A,0,751,752,743,764,795,790,781,782,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-76.91828219373588,38.93362491389044,,,,,,,,,,,,
5637,S2017150256,15.0,Montgomery,0.0,None,Lamberton Dr,CO,2450.0,  ,0.05,0.0,1.13,Lamberton Dr - .05 Mile East Of Arcola Ave,Arcola Ave To Road End,Urban,6.0,Minor Collector,15000CO02450  01EE**************,15000CO02450--1-----,1.0,West,3.0,F,0.0,9.53,75.36,45.2,54.8,2.2198,https://maps.roads.maryland.gov/itms_public/?stationid=S2017150256,,,,,,,,5430.0,5381.0,5382.0,,,,,,,,5760.0,5701.0,5922.0,,,,,,,NO ERROR,,,,,,,,,,,,3,9.53,75.36,45.2,54.8,N/A,N/A,N/A,N/A,N/A,N/A,N/A,"5,430","5,381","5,382",N/A,N/A,N/A,N/A,N/A,N/A,N/A,"5,760","5,701","5,922",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-77.02820805139835,39.04142227873475,,,,,,,,,,,,
5638,B0837,2.0,Anne Arundel,0.0,None,Robert Crain Hwy,MD,3.0,  ,3.76,3.12,5.65,Md3-.20 Mi S Of Waugh Chapel Rd/riedel Rd,Johns Hopkins Rd To Md 175,Urban,3.0,Principal Arterial Other,02000MD00003  01NN**************,02000MD00003--1-----,1.0,South,5.0,F,2.0,7.27,51.69,46.75,53.25,66.7202,https://maps.roads.maryland.gov/itms_public/?stationid=B0837,59051.0,59292.0,62130.0,62251.0,62062.0,65490.0,66731.0,68332.0,72250.0,72251.0,63191.0,64042.0,67100.0,67231.0,66412.0,70070.0,71401.0,73122.0,77310.0,76591.0,217.0,58976.0,8567.0,450.0,2750.0,1291.0,NO ERROR,,4041.0,,,0.00300342,0.81626552,0.11857275,0.00622829,0.03806176,0.01786826,0.05593002,5,7.27,51.69,46.75,53.25,"59,051","59,292","62,130","62,251","62,062","65,490","66,731","68,332","72,250","72,251","63,191","64,042","67,100","67,231","66,412","70,070","71,401","73,122","77,310","76,591",217,"58,976",450,"8,567",2750,1291,"4,041",,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-76.67726145775511,39.03717123616106,,,,,,,,,,,,
5643,S2004160023,16.0,Prince George's,0.0,None,Ramp 8 Fr Md 459 Sb To Us 50 Wb,RP,50.0,  ,0.07,0.0,0.13,Exit 2 Ramp 8 Fr Md 459 To Us 50 Wb,Exit 2  Ramp 08 Cheverly Ave (back) To John Hanson Hwy,Urban,2.0,Principal Arterial Other Freeways and Expressways,16000RP00050  02WWUS2         08,16000RP00050--100208,2.0,West,1.0,C,0.0,7.14,100.0,0.0,100.0,0.2724,https://maps.roads.maryland.gov/itms_public/?stationid=S2004160023,4970.0,4991.0,4952.0,4963.0,4640.0,4761.0,4852.0,4973.0,4934.0,5740.0,5320.0,5391.0,5352.0,5363.0,4970.0,5091.0,5192.0,5323.0,5284.0,6080.0,,,,,,,NO ERROR,,,,,,,,,,,,1,7.14,100,0,100,"4,970","4,991","4,952","4,963","4,640","4,761","4,852","4,973","4,934","5,740","5,320","5,391","5,352","5,363","4,970","5,091","5,192","5,323","5,284","6,080",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-76.91679375268373,38.917773802403225,,,,,,,,,,,,
5645,B3221,16.0,Prince George's,0.0,None,Central Ave,MD,214.0,  ,5.0,4.61,6.77,Md214-.40 Mi E Of Md202,Md 202 To Md 193,Urban,3.0,Principal Arterial Other,16000MD00214  01EE**************,16000MD00214--1-----,1.0,East,6.0,F,1.0,7.7,64.41,49.01,50.99,37.2377,https://maps.roads.maryland.gov/itms_public/?stationid=B3221,49252.0,43800.0,43451.0,43542.0,43860.0,45001.0,45862.0,47660.0,47231.0,47232.0,52702.0,47300.0,46931.0,47032.0,46930.0,48151.0,49072.0,51000.0,50541.0,50072.0,,,,,,,NO ERROR,,,,,,,,,,,,6,7.7,64.41,49.01,50.99,"49,252","43,800","43,451","43,542","43,860","45,001","45,862","47,660","47,231","47,232","52,702","47,300","46,931","47,032","46,930","48,151","49,072","51,000","50,541","50,072",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-76.82513326692973,38.898979927626684,,,,,,,,,,,,
5654,S2000160225,16.0,Prince George's,0.0,None,Ramp 9 Fr Md 337 Wb To Ramp 4 (to Is 95),RP,95.0,  ,0.01,0.0,0.02,Exit 9 Ramp 9 Fr Md 337 Wb To Ramp 4 (to Is 95 Eb),Exit 9  Ramp 09 Md 337 Wb To Ramp 4 (to Is 95 Eb),Urban,1.0,Interstate,16000RP00095  02WWIS9         09,16000RP00095--100909,2.0,East,1.0,F,0.0,14.46,100.0,100.0,0.0,0.0006,https://maps.roads.maryland.gov/itms_public/?stationid=S2000160225,,60.0,61.0,62.0,63.0,60.0,61.0,62.0,80.0,81.0,,60.0,71.0,72.0,73.0,60.0,61.0,62.0,80.0,81.0,,,,,,,NO ERROR,,,,,,,,,,,,1,14.46,100,100,0,N/A,60,61,62,63,60,61,62,80,81,N/A,60,71,72,73,60,61,62,80,81,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-76.8776517608461,38.82680742446476,,,,,,,,,,,,
5656,S2012161227,16.0,Prince George's,13.0,Bowie,Harbour Way,MU,1015.0,  ,0.02,0.0,0.13,Harbour Way - Between Us 301 & Op5391-no Name,Crain Hwy (sb) To Mitchellville Rd,Urban,5.0,Major Collector,16013MU01015  01WW**************,16013MU01015--1-----,1.0,West,3.0,F,0.0,8.01,51.33,48.18,51.82,0.4883,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161227,,,16510.0,16541.0,16492.0,16923.0,17254.0,17675.0,10290.0,10291.0,,,17830.0,17861.0,17652.0,18113.0,18464.0,18745.0,10910.0,11321.0,,,,,,,NO ERROR,,,,,,,,,,,,3,8.01,51.33,48.18,51.82,N/A,N/A,"16,510","16,541","16,492","16,923","17,254","17,675","10,290","10,291",N/A,N/A,"17,830","17,861","17,652","18,113","18,464","18,745","10,910","11,321",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-76.71825851377359,38.94866868401731,,,,,,,,,,,,
5657,S1999020041,2.0,Anne Arundel,0.0,None,Ramp 8 Fr Md 424 Sb To Is 595 Wb,RP,595.0,  ,0.02,0.0,0.04,Exit 16 Ramp 8 Fr Md 424 Sb To Is 595 Wb,Exit 16 Ramp 08 Davidsonville Rd To Ramp 1 Fr Md 424 Nb To Ramp 8 (to Is595),Rural,1.0,Interstate,02000RP00595  02NNIS16        08,02000RP00595--101608,2.0,West,1.0,F,0.0,16.24,100.0,0.0,100.0,0.0174,https://maps.roads.maryland.gov/itms_public/?stationid=S1999020041,1132.0,1133.0,1144.0,1155.0,1090.0,1121.0,1152.0,1183.0,1184.0,1195.0,1162.0,1203.0,1214.0,1225.0,1150.0,1181.0,1212.0,1233.0,1234.0,1245.0,,,,,,,NO ERROR,,,,,,,,,,,,1,16.24,100,0,100,"1,132","1,133","1,144","1,155","1,090","1,121","1,152","1,183","1,184","1,195","1,162","1,203","1,214","1,225","1,150","1,181","1,212","1,233","1,234","1,245",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-76.65645807567442,38.96204467869746,,,,,,,,,,,,
5659,B160069,16.0,Prince George's,0.0,None,Whitfield Chapel Rd,MD,950.0,A ,1.41,1.14,1.42,Md950a (whitfield Chapel Rd)-.10 Mi S 0f Is595,Whitfield Chapel Rd To Whitfield Chapel Rd,Urban,5.0,Major Collector,16000MD00950A 01SS**************,16000MD00950A-1-----,1.0,South,2.0,F,0.0,8.61,54.48,48.44,51.56,1.0285,https://maps.roads.maryland.gov/itms_public/?stationid=B160069,9171.0,9212.0,9143.0,9164.0,9145.0,9720.0,9911.0,10152.0,10063.0,10064.0,9811.0,9952.0,9873.0,9904.0,9795.0,10400.0,10611.0,10762.0,10673.0,11074.0,,,,,,,NO ERROR,,,,,,,,,,,,2,8.61,54.48,48.44,51.56,"9,171","9,212","9,143","9,164","9,145","9,720","9,911","10,152","10,063","10,064","9,811","9,952","9,873","9,904","9,795","10,400","10,611","10,762","10,673","11,074",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-76.85399122232558,38.944388342187516,,,,,,,,,,,,
5661,S2000150161,15.0,Montgomery,0.0,None,Ramp 5 Fr Md 185 Sb To Is 495 Eb,RP,495.0,  ,0.07,0.0,0.17,Exit 33 Ramp 5 Fr Md 185 Sb To Is 495 Eb,Exit 33 Ramp 05 Connecticut Ave To Capital Beltway,Urban,1.0,Interstate,15000RP00495  02SSIS33        05,15000RP00495--103305,2.0,South,1.0,F,0.0,10.26,100.0,0.0,100.0,0.195,https://maps.roads.maryland.gov/itms_public/?stationid=S2000150161,3303.0,3020.0,3041.0,3072.0,3073.0,3154.0,3070.0,3141.0,3122.0,3143.0,3503.0,3200.0,3221.0,3262.0,3233.0,3314.0,3220.0,3271.0,3252.0,3273.0,,,,,,,NO ERROR,,,,,,,,,,,,1,10.26,100,0,100,"3,303","3,020","3,041","3,072","3,073","3,154","3,070","3,141","3,122","3,143","3,503","3,200","3,221","3,262","3,233","3,314","3,220","3,271","3,252","3,273",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-77.0785901521431,39.004317661397096,,,,,,,,,,,,
5663,S1999160215,16.0,Prince George's,0.0,None,Ramp 8 Fr Md 197 Sb To Is 595 Wb,RP,595.0,  ,0.1,0.0,0.33,Exit 11 Ramp 8 Fr Md 197 Sb To Is 595 Wb,Exit 11 Ramp 08 Collington Rd To John Hanson Hwy,Urban,1.0,Interstate,16000RP00595  02SSIS11        08,16000RP00595--101108,2.0,West,1.0,F,0.0,7.9,100.0,0.0,100.0,0.8339,https://maps.roads.maryland.gov/itms_public/?stationid=S1999160215,5400.0,5411.0,5442.0,5493.0,6930.0,7101.0,6750.0,6911.0,6872.0,6923.0,5720.0,5741.0,5772.0,5823.0,7280.0,7461.0,7090.0,7191.0,7152.0,7203.0,,,,,,,NO ERROR,,,,,,,,,,,,1,7.9,100,0,100,"5,400","5,411","5,442","5,493","6,930","7,101","6,750","6,911","6,872","6,923","5,720","5,741","5,772","5,823","7,280","7,461","7,090","7,191","7,152","7,203",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-76.7444161891209,38.95389131096627,,,,,,,,,,,,
5669,B150111,15.0,Montgomery,0.0,None,Columbia Pike,US,29.0,A ,0.2,0.0,0.92,Us29a-.20 Mi N Of Md198,Md 198 To Md 929f,Urban,4.0,Minor Arterial,15000US00029A 01NN**************,15000US00029A-1-----,1.0,South,4.0,F,0.0,9.3,71.22,22.5,77.5,3.7176,https://maps.roads.maryland.gov/itms_public/?stationid=B150111,13301.0,13352.0,11180.0,11201.0,11172.0,11463.0,11684.0,11965.0,11070.0,11071.0,14231.0,14422.0,12070.0,12101.0,11952.0,12273.0,12504.0,12805.0,11850.0,11741.0,38.0,9216.0,1320.0,61.0,339.0,97.0,NO ERROR,,436.0,,,0.00343239,0.83244513,0.11923042,0.00550989,0.03062054,0.00876163,0.03938217,4,9.3,71.22,22.5,77.5,"13,301","13,352","11,180","11,201","11,172","11,463","11,684","11,965","11,070","11,071","14,231","14,422","12,070","12,101","11,952","12,273","12,504","12,805","11,850","11,741",38,"9,216",61,"1,320",339,97,436,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-76.9329590727654,39.11402563629769,,,,,,,,,,,,
5670,S2000130005,13.0,Howard,0.0,None,Ramp 8 Fr Us 1 Sb To Ramp 9 (to Md 32),RP,32.0,  ,0.1,0.0,0.28,Exit 12 Ramp 8 Fr Us 1 Sb To Ramp 9 (to Md 32 Wb),Exit 12 Ramp 08 Washington Blvd To Ramp 9 Fr Md 32 Wb To Md 32 Wb,Urban,2.0,Principal Arterial Other Freeways and Expressways,13000RP00032  02WWMD12        08,13000RP00032--101208,2.0,West,1.0,F,0.0,7.38,100.0,0.0,100.0,0.498,https://maps.roads.maryland.gov/itms_public/?stationid=S2000130005,4510.0,4531.0,4502.0,4513.0,4504.0,4625.0,4790.0,4911.0,4872.0,4873.0,4830.0,4891.0,4862.0,4873.0,4824.0,4955.0,5130.0,5261.0,5212.0,5173.0,,,,,,,NO ERROR,,,,,,,,,,,,1,7.38,100,0,100,"4,510","4,531","4,502","4,513","4,504","4,625","4,790","4,911","4,872","4,873","4,830","4,891","4,862","4,873","4,824","4,955","5,130","5,261","5,212","5,173",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-76.8125606402493,39.14113430697998,,,,,,,,,,,,
5671,S2012151278,15.0,Montgomery,0.0,None,Ramp 3 Fr Md 200 Eb To Md 650 Nb,RP,200.0,  ,0.26,0.0,0.291,Exit 13 Ramp 3 Fr Md 200 Eb To Md 650 Nb,Exit 13 Ramp 03 Md 200 Eb To Md 650 Nb,Urban,2.0,Principal Arterial Other Freeways and Expressways,15000RP00200  02EEMD13        03,15000RP00200--101303,2.0,North,2.0,F,0.0,11.49,100.0,100.0,0.0,0.0756,https://maps.roads.maryland.gov/itms_public/?stationid=S2012151278,,,350.0,351.0,352.0,363.0,374.0,720.0,711.0,712.0,,,380.0,381.0,382.0,393.0,404.0,770.0,761.0,762.0,,,,,,,NO ERROR,,,,,,,,,,,,2,11.49,100,100,0,N/A,N/A,350,351,352,363,374,720,711,712,N/A,N/A,380,381,382,393,404,770,761,762,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-76.99992180810384,39.08802172294305,,,,,,,,,,,,
5676,S2005150085,15.0,Montgomery,0.0,None,Ramp 2 Fr Md 189 Wb To Ramp 3 (to Is270),RP,270.0,  ,0.03,0.0,0.07,Exit 5 Ramp 2 Fr Md 189 Wb To Ramp 3 (to Is 270 Nb),Exit 5  Ramp 02 Falls Rd To Ramp 3 Fr Md 189 Eb To Is 270 Nb,Urban,1.0,Interstate,15000RP00270  02WWIS5         02,15000RP00270--100502,2.0,West,1.0,F,0.0,9.44,100.0,0.0,100.0,0.0844,https://maps.roads.maryland.gov/itms_public/?stationid=S2005150085,3305.0,3340.0,3361.0,3392.0,3393.0,3474.0,3555.0,3300.0,3281.0,3302.0,3505.0,3540.0,3561.0,3602.0,3563.0,3654.0,3735.0,3430.0,3411.0,3432.0,,,,,,,NO ERROR,,,,,,,,,,,,1,9.44,100,0,100,"3,305","3,340","3,361","3,392","3,393","3,474","3,555","3,300","3,281","3,302","3,505","3,540","3,561","3,602","3,563","3,654","3,735","3,430","3,411","3,432",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-77.16405335927963,39.074946035030685,,,,,,,,,,,,
5677,B2714,15.0,Montgomery,0.0,None,First St,MD,28.0,  ,23.3,23.15,23.5,Md28-.15 Mi E Of Md586,Md 586 To Baltimore Rd,Urban,3.0,Principal Arterial Other,15000MD00028  01EE**************,15000MD00028--1-----,1.0,East,4.0,F,2.0,7.33,59.95,49.96,50.04,4.1712,https://maps.roads.maryland.gov/itms_public/?stationid=B2714,28181.0,28292.0,30890.0,30951.0,30862.0,31180.0,31771.0,32532.0,32650.0,32651.0,30151.0,30562.0,33360.0,33431.0,33022.0,33360.0,34001.0,34812.0,34940.0,34611.0,15.0,26687.0,3959.0,182.0,1458.0,350.0,NO ERROR,,1808.0,,,0.0004594,0.81734097,0.12125203,0.0055741,0.04465407,0.01071943,0.0553735,4,7.33,59.95,49.96,50.04,"28,181","28,292","30,890","30,951","30,862","31,180","31,771","32,532","32,650","32,651","30,151","30,562","33,360","33,431","33,022","33,360","34,001","34,812","34,940","34,611",15,"26,687",182,"3,959","1,458",350,1808,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-77.13717267307925,39.081719392614545,,,,,,,,,,,,
5683,S2012161222,16.0,Prince George's,9.0,Berwyn Heights,60th Ave,MU,600.0,  ,0.06,0.0,0.29,60th Ave -between Md 193 & Seminole St,Greenbelt Rd To Quebec Pl,Urban,5.0,Major Collector,16009MU00600  01SS**************,16009MU00600--1-----,1.0,North,2.0,F,0.0,8.74,53.89,56.2,43.8,0.2107,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161222,,,1960.0,1961.0,1962.0,2013.0,2054.0,2105.0,1990.0,1991.0,,,2120.0,2121.0,2102.0,2153.0,2204.0,2235.0,2110.0,2191.0,,,,,,,NO ERROR,,,,,,,,,,,,2,8.74,53.89,56.2,43.8,N/A,N/A,"1,960","1,961","1,962","2,013","2,054","2,105","1,990","1,991",N/A,N/A,"2,120","2,121","2,102","2,153","2,204","2,235","2,110","2,191",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-76.91193275398402,38.997118240750936,,,,,,,,,,,,
5686,B2857,15.0,Montgomery,0.0,None,Piney Branch Rd,MD,320.0,  ,1.1,1.0,1.63,Md320-.10 Mi N Of Sligo Ave,Sligo Ave To Md 787,Urban,4.0,Minor Arterial,15000MD00320  01NN**************,15000MD00320--1-----,1.0,North,3.0,F,1.0,8.66,63.16,50.5,49.5,4.4088,https://maps.roads.maryland.gov/itms_public/?stationid=B2857,18360.0,18431.0,18282.0,18323.0,18274.0,18755.0,18890.0,19341.0,19172.0,19173.0,19650.0,19911.0,19752.0,19793.0,19554.0,20075.0,20210.0,20701.0,20512.0,20323.0,,,,,,,NO ERROR,,,,,,,,,,,,3,8.66,63.16,50.5,49.5,"18,360","18,431","18,282","18,323","18,274","18,755","18,890","19,341","19,172","19,173","19,650","19,911","19,752","19,793","19,554","20,075","20,210","20,701","20,512","20,323",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-77.00972273328077,38.992410879650826,,,,,,,,,,,,
5688,B2922,15.0,Montgomery,143.0,Takoma Park,Flower Ave,MU,460.0,  ,1.29,0.88,1.39,Flower Ave-.10 Mi S Of Md320,Houston Ave To Md 320,Urban,5.0,Major Collector,15143MU00460  01NN**************,15143MU00460--1-----,1.0,South,2.0,F,0.0,8.71,54.68,51.1,48.9,1.5138,https://maps.roads.maryland.gov/itms_public/?stationid=B2922,8782.0,7440.0,7381.0,7402.0,7383.0,7584.0,7735.0,8200.0,8131.0,8132.0,9402.0,8040.0,7971.0,7992.0,7903.0,8124.0,8295.0,8690.0,8621.0,8952.0,,,,,,,NO ERROR,,,,,,,,,,,,2,8.71,54.68,51.1,48.9,"8,782","7,440","7,381","7,402","7,383","7,584","7,735","8,200","8,131","8,132","9,402","8,040","7,971","7,992","7,903","8,124","8,295","8,690","8,621","8,952",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-77.00325407810755,38.99686382725963,,,,,,,,,,,,
5691,S2012161249,16.0,Prince George's,45.0,District Heights,District Heights Pkwy #2,MU,91.0,  ,0.1,0.0,0.44,District Heights Pkwy #2 - Between Breton Dr & Addison Rd,District Heights Pkwy To Marbury Dr,Urban,6.0,Minor Collector,16045MU00091  01EE**************,16045MU00091--1-----,1.0,East,2.0,F,0.0,10.01,70.48,68.32,31.68,0.2346,https://maps.roads.maryland.gov/itms_public/?stationid=S2012161249,,,1310.0,1311.0,1312.0,1353.0,1384.0,1425.0,1460.0,1461.0,,,1420.0,1421.0,1402.0,1453.0,1484.0,1515.0,1550.0,1611.0,,,,,,,NO ERROR,,,,,,,,,,,,2,10.01,70.48,68.32,31.68,N/A,N/A,"1,310","1,311","1,312","1,353","1,384","1,425","1,460","1,461",N/A,N/A,"1,420","1,421","1,402","1,453","1,484","1,515","1,550","1,611",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-76.88911215911877,38.86051447109324,,,,,,,,,,,,
5692,S1998160226,16.0,Prince George's,0.0,None,Ramp 2 Fr Md 4 Wb To Us 301 Nb,RP,301.0,  ,0.1,0.0,0.24,Exit 14 Ramp 2 Fr Md 4 Wb To Us 301 Nb,Exit 14 Ramp 02 Pennsylvania Ave To Crain Hwy,Urban,3.0,Principal Arterial Other,16000RP00301  02WWUS14        02,16000RP00301--101402,2.0,North,1.0,C,0.0,10.38,100.0,100.0,0.0,0.2803,https://maps.roads.maryland.gov/itms_public/?stationid=S1998160226,3505.0,3440.0,3411.0,3422.0,3413.0,3550.0,3621.0,3712.0,3683.0,3200.0,3705.0,3720.0,3621.0,3662.0,3623.0,3760.0,3871.0,3972.0,3943.0,3390.0,,,,,,,NO ERROR,,,,,,,,,,,,1,10.38,100,100,0,"3,505","3,440","3,411","3,422","3,413","3,550","3,621","3,712","3,683","3,200","3,705","3,720","3,621","3,662","3,623","3,760","3,871","3,972","3,943","3,390",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-76.73551787676841,38.814826708896696,,,,,,,,,,,,
5695,B150063,15.0,Montgomery,0.0,None,Shady Grove Rd,CO,212.0,  ,4.05,3.95,4.97,Shady Grove Rd-.10 Mi N Of Md355,Md 355 To Md 200-a,Urban,3.0,Principal Arterial Other,15000CO00212  01NN**************,15000CO00212--1-----,1.0,North,6.0,F,0.0,7.3,57.4,48.4,51.6,10.5625,https://maps.roads.maryland.gov/itms_public/?stationid=B150063,34871.0,35012.0,35030.0,35101.0,35002.0,32940.0,33571.0,34382.0,28370.0,28371.0,37311.0,37812.0,37830.0,37911.0,37452.0,35250.0,35921.0,36792.0,30360.0,30071.0,,,,,,,NO ERROR,,,,,,,,,,,,6,7.3,57.4,48.4,51.6,"34,871","35,012","35,030","35,101","35,002","32,940","33,571","34,382","28,370","28,371","37,311","37,812","37,830","37,911","37,452","35,250","35,921","36,792","30,360","30,071",N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,https://mdgeodata.md.gov/imap/rest/services/Transportation/MD_AnnualAverageDailyTraffic/MapServer/0,,,,,,,,,-77.17634261599696,39.12362281336846,,,,,,,,,,,,
